name,creditScore,income,loanAmount,monthDuration,p1,p2,approval,rate,yearlyReimbursement
John Doe,754,181808,462875,8,623,8332,0,0.059,74561.80375
John Doe,411,277112,860388,7,87,6143,0,0.059,164934.2498
John Doe,439,251503,1754532,15,925,9757,0,0,0
John Doe,442,3219,797731,3,904,699,0,0.055,377747.9128
John Doe,768,81956,712464,11,545,2197,0,0.063,92924.39652
John Doe,505,138771,203825,25,247,1794,1,0.08,18937.9917
John Doe,382,53429,342901,11,189,8417,0,0.063,43519.83432
John Doe,849,205157,210042,10,21,6072,1,0.063,28886.97822
John Doe,574,271015,1170906,7,849,750,0,0,0
John Doe,799,251997,1975265,12,639,5292,0,0,0
John Doe,635,222145,1845059,5,619,4282,0,0,0
John Doe,327,193621,19740,24,758,7375,1,0.08,1856.829185
John Doe,367,30552,1440581,12,977,6655,0,0,0
John Doe,736,289175,528221,4,162,8629,0,0.055,162749.8921
John Doe,488,131655,679583,18,830,8732,0,0.08,71652.66124
John Doe,378,97936,569995,13,585,1397,0,0.067,67449.12625
John Doe,471,156098,521700,12,810,5731,0,0.063,63879.89504
John Doe,301,115512,286187,2,168,1180,0,0.055,164461.5413
John Doe,757,5350,1302005,3,691,5380,0,0,0
John Doe,783,177810,328446,12,342,894,1,0.063,40826.71725
John Doe,346,190480,1018819,19,36,8537,0,0,0
John Doe,423,119476,332166,24,277,1620,1,0.08,31244.96064
John Doe,673,144877,183382,4,128,2396,0,0.055,63231.69911
John Doe,591,249016,1825585,9,188,3569,0,0,0
John Doe,775,258928,1486787,10,395,2825,0,0,0
John Doe,450,31134,1785499,13,857,9765,0,0,0
John Doe,482,222628,536177,3,760,8712,0,0.055,194284.1765
John Doe,445,120587,842083,22,119,1259,0,0.08,82652.55632
John Doe,524,236510,1149948,14,617,514,0,0,0
John Doe,631,13890,1919059,3,808,8414,0,0,0
John Doe,458,5905,737094,26,212,7148,0,0.085,70821.6534
John Doe,587,63768,1599880,13,220,7699,0,0,0
John Doe,494,194761,1644439,15,582,3572,0,0,0
John Doe,325,44718,682761,25,88,4104,0,0.08,64001.36608
John Doe,377,67347,1031278,18,935,8322,0,0,0
John Doe,770,170331,1893500,12,939,1422,0,0,0
John Doe,469,106309,1786943,5,2,2651,0,0,0
John Doe,734,218225,449747,17,15,9508,1,0.067,45113.72877
John Doe,590,88528,674566,24,375,4346,0,0.08,63602.15881
John Doe,806,135932,1717193,19,137,1102,0,0,0
John Doe,724,33844,1664262,1,801,6419,0,0,0
John Doe,649,120688,389465,24,963,8448,1,0.08,36898.59025
John Doe,410,181454,1180211,12,511,4696,0,0,0
John Doe,531,222825,1000150,21,7,3255,0,0,0
John Doe,549,92997,1566611,20,536,3566,0,0,0
John Doe,821,221695,897280,5,594,7850,0,0.059,247810.7694
John Doe,364,236212,783813,1,24,6784,0,0.055,1200098.081
John Doe,586,215506,556178,17,321,9845,1,0.067,55038.49101
John Doe,740,157445,1453522,25,683,8030,0,0,0
John Doe,409,123097,973126,26,679,2908,0,0.085,93850.53298
John Doe,596,252123,624916,24,360,4215,1,0.08,59351.93794
John Doe,765,182787,1285851,20,569,4255,0,0,0
John Doe,726,169052,1744795,7,939,8585,0,0,0
John Doe,730,187708,342119,21,82,9864,1,0.08,33682.07907
John Doe,700,24520,466009,20,957,9363,0,0.08,47097.68197
John Doe,480,200330,38311,1,950,3392,0,0.055,66885.5659
John Doe,368,25886,269908,15,883,6879,0,0.067,28664.40388
John Doe,688,143504,447910,3,227,8403,0,0.055,175876.5398
John Doe,765,139635,1029446,10,909,1334,0,0,0
John Doe,415,168790,346524,16,768,5779,1,0.067,36564.16862
John Doe,585,246620,1187862,19,458,5381,0,0,0
John Doe,301,223073,224990,26,435,2608,1,0.085,21617.54647
John Doe,434,276049,1230053,10,399,9792,0,0,0
John Doe,340,184537,493931,22,688,7358,1,0.08,47783.55112
John Doe,359,151170,1605408,16,613,9831,0,0,0
John Doe,324,152622,1769003,9,837,90,0,0,0
John Doe,434,222840,1715947,2,142,7675,0,0,0
John Doe,438,182296,52089,28,922,7482,1,0.085,4924.251556
John Doe,355,154336,475147,19,127,9379,1,0.08,49384.10706
John Doe,647,250082,1674562,3,427,7734,0,0,0
John Doe,326,201736,1202395,14,368,9055,0,0,0
John Doe,304,172088,1148031,25,107,6032,0,0,0
John Doe,332,241758,145998,21,854,4661,1,0.08,14556.99949
John Doe,575,127698,1897902,8,654,7468,0,0,0
John Doe,445,23516,1093246,28,246,195,0,0,0
John Doe,721,36499,276700,10,978,256,0,0.063,39812.8072
John Doe,656,285717,1667049,29,138,7292,0,0,0
John Doe,314,20922,1527146,4,555,4191,0,0,0
John Doe,301,217353,831807,1,874,8729,0,0.055,1023503.15
John Doe,368,138593,467989,3,372,8899,0,0.055,221605.8646
John Doe,604,62090,611815,26,671,4764,0,0.085,58893.72909
John Doe,357,82569,1805813,17,317,8299,0,0,0
John Doe,468,245949,1307728,6,948,2877,0,0,0
John Doe,724,115672,49515,14,495,8340,1,0.067,5582.804392
John Doe,456,49206,793459,7,54,4896,0,0.059,147266.3072
John Doe,708,88860,1155597,7,577,7063,0,0,0
John Doe,317,159016,468787,30,696,3310,0,0.085,43388.09535
John Doe,446,299622,1115427,11,613,5422,0,0,0
John Doe,582,24429,782516,4,266,9410,0,0.055,236142.4893
John Doe,628,102349,782355,21,501,4485,0,0.08,77505.39104
John Doe,368,243083,46190,20,300,3026,1,0.08,4727.509135
John Doe,561,10739,118187,6,332,4383,0,0.059,25544.18719
John Doe,575,24950,617221,3,815,8841,0,0.055,249375.2866
John Doe,630,125677,724604,17,972,4517,0,0.067,71897.13683
John Doe,544,96544,999286,23,283,1205,0,0.08,96274.64701
John Doe,728,18700,744377,4,926,7706,0,0.055,239474.9846
John Doe,321,105595,1512507,6,438,6193,0,0,0
John Doe,307,259706,916739,12,298,1021,0,0.063,115132.5222
John Doe,357,95543,1920362,17,434,9272,0,0,0
John Doe,496,251753,1417262,19,833,4007,0,0,0
John Doe,425,8392,1727301,2,80,1955,0,0,0
John Doe,622,49774,1989565,21,640,9200,0,0,0
John Doe,534,218485,1212441,21,543,9530,0,0,0
John Doe,673,163208,387953,20,897,2244,1,0.08,39208.87153
John Doe,388,256177,1040723,3,389,6520,0,0,0
John Doe,361,64676,118627,23,3,6680,1,0.08,11323.79768
John Doe,497,64876,362778,26,211,5426,0,0.085,34856.52817
John Doe,818,133006,433668,18,616,2189,1,0.08,46119.27477
John Doe,530,195744,516347,13,631,5079,0,0.067,60841.98524
John Doe,546,204428,1256223,4,843,6672,0,0,0
John Doe,468,237655,82009,5,244,6699,1,0.059,21863.65098
John Doe,557,291367,675716,23,275,4308,0,0.08,64337.83298
John Doe,314,144794,1399652,8,707,1315,0,0,0
John Doe,390,174965,545849,14,627,2399,0,0.067,62505.56171
John Doe,807,157334,1463688,26,361,458,0,0,0
John Doe,329,1458,961494,0,546,9656,0,0.055, Infinity
John Doe,432,241435,1097354,13,859,1235,0,0,0
John Doe,366,200636,618260,17,764,5738,0,0.067,61510.57172
John Doe,609,40989,641181,20,589,4238,0,0.08,64688.81215
John Doe,347,128537,623900,21,847,5445,0,0.08,61518.39177
John Doe,412,54991,1228294,23,787,3171,0,0,0
John Doe,775,168703,1806167,22,984,1571,0,0,0
John Doe,615,209517,1678699,21,907,8902,0,0,0
John Doe,629,254187,238227,9,304,4843,1,0.063,36269.20129
John Doe,430,292596,714084,12,479,3109,0,0.063,87007.71064
John Doe,483,14011,90033,23,655,5946,0,0.08,8616.567315
John Doe,662,82573,630466,7,197,6162,0,0.059,117014.7413
John Doe,651,166009,240720,22,48,2526,1,0.08,23386.1102
John Doe,340,27339,1793732,30,542,488,0,0,0
John Doe,461,56592,800279,16,781,5747,0,0.067,84174.35093
John Doe,330,82229,1836828,1,298,7321,0,0,0
John Doe,432,165584,1954658,4,812,3467,0,0,0
John Doe,309,80671,699964,22,291,1785,0,0.08,68600.13559
John Doe,323,100172,1751634,22,401,4726,0,0,0
John Doe,386,93638,1598340,27,282,9322,0,0,0
John Doe,770,190507,688915,23,203,8024,1,0.08,65932.29674
John Doe,594,114329,1526013,18,535,9770,0,0,0
John Doe,451,85405,573236,22,732,3266,0,0.08,55533.0987
John Doe,705,223842,378660,26,865,9158,1,0.085,36283.38858
John Doe,544,39965,1130629,10,12,4657,0,0,0
John Doe,482,25234,1540119,25,360,8072,0,0,0
John Doe,598,68093,1523473,14,260,9733,0,0,0
John Doe,703,158389,634333,5,747,415,0,0.059,151162.5104
John Doe,555,27603,247743,21,541,6307,0,0.08,24824.79386
John Doe,564,190619,871023,20,766,3157,0,0.08,88342.04447
John Doe,592,59791,1041482,6,343,8342,0,0,0
John Doe,833,239524,1254297,21,139,5271,0,0,0
John Doe,723,60332,348806,14,624,3803,0,0.067,39327.79297
John Doe,645,280073,1091258,9,464,7087,0,0,0
John Doe,509,25849,687560,30,505,9070,0,0.085,63881.99826
John Doe,311,179461,1414259,22,632,3006,0,0,0
John Doe,796,257242,816588,12,425,5612,0,0.063,99014.32404
John Doe,717,236241,1766037,4,66,5939,0,0,0
John Doe,547,84338,962682,11,723,2362,0,0.063,124174.9877
John Doe,680,77644,410780,25,569,2922,0,0.08,38462.38135
John Doe,543,78967,1338679,13,578,916,0,0,0
John Doe,523,26643,1514068,4,944,4982,0,0,0
John Doe,549,88233,1772680,10,205,845,0,0,0
John Doe,525,131855,1737258,18,309,6814,0,0,0
John Doe,335,134582,202396,27,129,2193,1,0.085,19291.85068
John Doe,615,285311,542640,22,521,6297,1,0.08,53181.56016
John Doe,528,202845,1015539,5,586,1212,0,0,0
John Doe,314,119693,1298680,30,720,5946,0,0,0
John Doe,571,170569,402969,4,322,4527,0,0.055,124158.5648
John Doe,841,294952,972831,22,52,6911,1,0.08,94511.18715
John Doe,797,210676,1920653,7,864,8486,0,0,0
John Doe,422,279169,1234354,21,474,8253,0,0,0
John Doe,849,224356,1933096,16,657,5262,0,0,0
John Doe,618,207852,1561710,23,739,9538,0,0,0
John Doe,838,86758,356785,7,770,8874,0,0.059,62947.37472
John Doe,821,135031,327541,24,762,5847,1,0.08,30738.57472
John Doe,338,43642,678624,12,562,1083,0,0.063,84787.92419
John Doe,579,166949,656936,25,511,5059,0,0.08,61169.97967
John Doe,673,188936,1350848,25,418,9023,0,0,0
John Doe,798,953,1428206,16,448,613,0,0,0
John Doe,718,231955,839224,21,29,3067,1,0.08,83676.37461
John Doe,337,167288,1385133,25,878,344,0,0,0
John Doe,491,299725,1522530,30,547,5529,0,0,0
John Doe,430,136808,1699862,26,980,6644,0,0,0
John Doe,675,280824,724604,30,591,4952,1,0.085,67149.81352
John Doe,456,292524,178982,17,717,4702,1,0.067,17904.10652
John Doe,786,39003,1040165,16,907,3798,0,0,0
John Doe,385,255026,823741,14,751,7095,0,0.067,91167.46409
John Doe,760,289440,1145911,6,370,8794,0,0,0
John Doe,323,271195,1788956,25,151,1876,0,0,0
John Doe,817,140218,1041159,6,286,4541,0,0,0
John Doe,463,250381,1553307,12,612,1551,0,0,0
John Doe,565,53877,1428632,2,922,4528,0,0,0
John Doe,738,123157,904147,26,294,3345,0,0.085,86558.3116
John Doe,463,146682,235647,9,492,6640,1,0.063,35612.92841
John Doe,361,73570,209365,18,793,8241,1,0.08,22515.82617
John Doe,760,229675,317445,9,924,2366,1,0.063,48329.85599
John Doe,336,107889,422656,16,727,8286,0,0.067,43378.55766
John Doe,310,39182,1624968,13,595,22,0,0,0
John Doe,621,80546,1840830,13,62,2409,0,0,0
John Doe,767,134023,1725101,4,578,5160,0,0,0
John Doe,832,243329,1265527,5,422,4628,0,0,0
John Doe,665,51292,916930,3,568,9359,0,0.055,350232.1424
John Doe,321,66835,1848425,7,277,7271,0,0,0
John Doe,504,156797,396573,8,259,5554,0,0.059,64990.06599
John Doe,387,136417,419217,28,166,4781,1,0.085,39477.25662
John Doe,637,64656,307718,12,655,7899,0,0.063,36955.95133
John Doe,685,238922,878404,23,220,3945,1,0.08,84400.83853
John Doe,773,293345,116329,6,812,437,1,0.059,23340.00724
John Doe,598,254753,620124,12,804,2990,1,0.063,77083.07365
John Doe,661,202949,825704,16,39,6659,0,0.067,86574.65308
John Doe,370,183289,740619,30,684,2630,0,0.085,68633.94039
John Doe,479,296224,1080753,15,842,2311,0,0,0
John Doe,393,72548,760696,10,643,1062,0,0.063,103975.7663
John Doe,456,260325,1395301,17,910,8090,0,0,0
John Doe,515,67820,1990035,8,525,7057,0,0,0
John Doe,554,67949,1489347,4,482,1231,0,0,0
John Doe,653,143510,700164,30,529,4988,0,0.085,64926.43756
John Doe,622,7878,1179381,7,532,2312,0,0,0
John Doe,490,50026,633049,8,422,7965,0,0.059,100280.4574
John Doe,808,282394,1277522,29,659,9634,0,0,0
John Doe,503,288330,1703971,9,159,4455,0,0,0
John Doe,520,219960,1596705,8,442,9725,0,0,0
John Doe,307,71907,179762,15,233,6770,1,0.067,19280.85291
John Doe,503,228585,1220398,25,563,6303,0,0,0
John Doe,776,235167,214448,5,382,6857,1,0.059,58178.46212
John Doe,454,251210,1686151,20,857,8090,0,0,0
John Doe,553,92281,1960578,28,248,5543,0,0,0
John Doe,474,217449,381183,19,296,3325,1,0.08,39539.67648
John Doe,408,17783,71360,6,352,3036,0,0.059,15423.29696
John Doe,302,174681,1202465,29,42,6759,0,0,0
John Doe,427,244016,1260312,16,689,8270,0,0,0
John Doe,325,279445,1059357,10,786,9340,0,0,0
John Doe,576,17956,654406,11,356,9823,0,0.063,83499.74634
John Doe,698,61715,1978623,4,356,3960,0,0,0
John Doe,661,205858,1395214,23,2,4558,0,0,0
John Doe,611,209066,1012994,13,248,4761,0,0,0
John Doe,516,36334,1710795,18,40,3365,0,0,0
John Doe,546,245024,1677784,3,872,5208,0,0,0
John Doe,834,246409,368118,8,39,843,1,0.059,62529.05717
John Doe,454,280822,1786236,17,412,6948,0,0,0
John Doe,690,89091,1859561,14,859,3296,0,0,0
John Doe,481,257925,1083226,2,75,7243,0,0,0
John Doe,520,31315,1184174,15,803,2585,0,0,0
John Doe,453,270624,1467038,20,137,8488,0,0,0
John Doe,303,156539,930234,14,403,7562,0,0.067,104883.6607
John Doe,482,284739,537515,29,380,4367,1,0.085,50247.87067
John Doe,798,283836,1294369,29,134,2580,0,0,0
John Doe,406,66350,131971,8,526,9878,1,0.059,21627.3019
John Doe,707,154302,397071,9,419,1551,0,0.063,62813.04765
John Doe,836,90105,1042572,18,710,9283,0,0,0
John Doe,538,153728,956348,28,246,4193,0,0.085,90127.22469
John Doe,442,141941,603981,23,350,1842,0,0.08,58349.07213
John Doe,806,257694,1211009,23,185,3732,0,0,0
John Doe,565,118287,870193,15,620,7483,0,0.067,93024.52541
John Doe,304,79716,561787,23,221,3348,0,0.08,54051.36211
John Doe,702,100517,1955685,20,473,2551,0,0,0
John Doe,606,185660,310049,25,12,3771,1,0.08,28746.32828
John Doe,392,267512,1307950,20,53,866,0,0,0
John Doe,341,26866,1176820,1,50,6520,0,0,0
John Doe,799,163745,434878,8,943,3974,0,0.059,68325.20991
John Doe,825,141900,4791,14,622,3331,1,0.067,548.6208569
John Doe,828,48984,1378303,30,322,1140,0,0,0
John Doe,822,41754,676831,28,268,2655,0,0.085,63498.9939
John Doe,821,197162,170602,25,666,6227,1,0.08,15973.90132
John Doe,541,217784,289344,23,105,402,1,0.08,27838.73126
John Doe,828,35412,1019158,26,968,2634,0,0,0
John Doe,422,195594,1929153,13,771,9644,0,0,0
John Doe,452,214110,137248,10,623,3079,1,0.063,18645.85351
John Doe,675,184172,918862,7,921,5267,0,0.059,174226.3796
John Doe,493,89750,1301962,25,272,4052,0,0,0
John Doe,497,78347,1486986,23,561,313,0,0,0
John Doe,649,194651,410813,18,559,2873,1,0.08,43980.33755
John Doe,511,37487,1823473,30,911,9249,0,0,0
John Doe,571,141297,788850,2,630,5809,0,0.055,521369.4104
John Doe,675,265347,1205127,10,967,4525,0,0,0
John Doe,840,90061,1745572,5,918,3355,0,0,0
John Doe,551,19151,1094375,6,84,7630,0,0,0
John Doe,759,43407,1093228,30,655,1099,0,0,0
John Doe,421,2080,1072857,3,197,1340,0,0,0
John Doe,360,158445,1931063,16,164,1591,0,0,0
John Doe,552,96962,1381390,13,25,8188,0,0,0
John Doe,449,204757,108584,1,272,5365,0,0.055,111846.017
John Doe,733,42499,1381599,1,232,77,0,0,0
John Doe,513,292520,258424,25,596,9481,1,0.08,24224.41971
John Doe,510,82025,82301,29,518,1759,1,0.085,7677.593748
John Doe,725,234488,208189,3,924,8902,0,0.055,105993.8127
John Doe,831,131664,104730,13,854,9314,1,0.067,12088.69867
John Doe,424,156751,1731769,18,449,6073,0,0,0
John Doe,494,255565,182775,21,323,9282,1,0.08,17994.44638
John Doe,612,80461,993763,9,5,9914,0,0.063,155973.5246
John Doe,513,244439,1064192,22,37,7316,0,0,0
John Doe,717,147844,1404415,12,833,7250,0,0,0
John Doe,381,96206,1021739,26,216,705,0,0,0
John Doe,748,69506,1884049,23,995,8985,0,0,0
John Doe,848,178630,93308,7,946,6574,1,0.059,17886.91263
John Doe,798,29969,401438,30,774,564,0,0.085,37201.68097
John Doe,748,230295,1610540,16,288,9150,0,0,0
John Doe,600,178704,984655,26,987,1651,0,0.085,94182.06767
John Doe,666,153213,1977492,15,815,6979,0,0,0
John Doe,473,174111,809139,28,308,7864,0,0.085,76024.00503
John Doe,840,75364,1425286,10,736,3068,0,0,0
John Doe,729,77638,1268383,28,54,4408,0,0,0
John Doe,681,280107,464287,15,764,151,1,0.067,50135.67084
John Doe,717,249637,668686,27,594,2749,1,0.085,63315.44011
John Doe,705,10024,820234,1,900,4263,0,0.055,1995711.839
John Doe,306,282962,1120684,8,313,7648,0,0,0
John Doe,525,161530,1081438,16,608,637,0,0,0
John Doe,502,75390,805303,28,81,7060,0,0.085,76129.59647
John Doe,396,182390,1376147,18,594,9801,0,0,0
John Doe,733,258770,1767752,12,288,3305,0,0,0
John Doe,394,14017,1886485,23,167,2800,0,0,0
John Doe,622,237573,156032,26,530,888,1,0.085,15048.0887
John Doe,316,63580,1601030,5,979,7430,0,0,0
John Doe,778,78924,1005165,29,16,6964,0,0,0
John Doe,654,134979,593600,23,597,4414,0,0.08,56736.45806
John Doe,828,22183,1628239,8,525,7365,0,0,0
John Doe,776,62861,1441678,15,383,6586,0,0,0
John Doe,517,240874,982868,10,14,6371,0,0.063,136018.1581
John Doe,481,8024,1783191,26,102,9614,0,0,0
John Doe,765,190917,327666,18,570,9664,1,0.08,35158.15565
John Doe,625,46744,42995,7,255,5688,1,0.059,7896.983351
John Doe,682,184441,1577692,26,161,8943,0,0,0
John Doe,728,189276,1097025,5,14,2442,0,0,0
John Doe,704,51248,238974,5,708,6221,0,0.059,57811.67458
John Doe,356,145588,1108044,22,87,8134,0,0,0
John Doe,714,223644,97490,1,12,3656,0,0.055,198119.7232
John Doe,825,28535,456428,14,267,1061,0,0.067,50515.12951
John Doe,508,233780,123373,9,588,8088,1,0.063,18119.77595
John Doe,844,188246,1065311,27,639,8346,0,0,0
John Doe,310,144848,711348,12,860,9299,0,0.063,87101.46746
John Doe,668,56372,1413342,15,861,6513,0,0,0
John Doe,793,292999,517055,27,847,4824,1,0.085,49118.33896
John Doe,490,277829,1040685,21,591,9678,0,0,0
John Doe,845,260369,1088249,1,788,4070,0,0,0
John Doe,796,111124,753825,8,377,840,0,0.059,123536.2379
John Doe,817,91205,1270806,9,96,7872,0,0,0
John Doe,665,9837,360156,7,36,3613,0,0.059,69813.01486
John Doe,410,133119,1251930,26,938,704,0,0,0
John Doe,442,188256,1420817,16,104,4504,0,0,0
John Doe,590,9695,1065309,23,775,164,0,0,0
John Doe,802,137742,975277,14,447,1715,0,0.067,108332.984
John Doe,497,4981,622577,2,653,9221,0,0.055,457815.1306
John Doe,662,268665,707775,18,994,1183,1,0.08,76116.53746
John Doe,507,156133,768281,5,62,8478,0,0.059,191718.7065
John Doe,729,210513,806915,22,219,7818,0,0.08,78617.80977
John Doe,315,269300,1616389,25,377,7502,0,0,0
John Doe,672,22263,497038,23,287,922,0,0.08,47568.79572
John Doe,647,102619,1368735,22,815,3347,0,0,0
John Doe,331,241652,1543870,30,547,7851,0,0,0
John Doe,775,226236,11940,23,627,5354,1,0.08,1139.758607
John Doe,730,88532,1076565,30,184,7295,0,0,0
John Doe,559,95085,530304,18,136,6984,0,0.08,55679.54157
John Doe,317,119977,911418,20,575,1826,0,0.08,92940.13691
John Doe,508,248674,1567647,4,630,9944,0,0,0
John Doe,833,6745,765920,8,764,9178,0,0.059,132555.5188
John Doe,638,21439,1549698,11,362,6453,0,0,0
John Doe,656,38719,840893,8,194,142,0,0.059,136616.6932
John Doe,511,265980,1087551,3,59,9567,0,0,0
John Doe,310,205183,217186,10,169,2352,1,0.063,30837.21515
John Doe,736,213270,687997,5,621,81,0,0.059,169013.8795
John Doe,306,1404,1324889,13,300,5892,0,0,0
John Doe,629,243118,283004,28,735,9114,1,0.085,26630.00658
John Doe,770,260896,828725,30,44,4980,1,0.085,76653.87023
John Doe,380,183975,1461641,30,295,8563,0,0,0
John Doe,680,160578,1033723,30,276,5511,0,0,0
John Doe,587,93457,365757,17,976,6238,0,0.067,36487.88588
John Doe,359,209451,1219479,26,44,2539,0,0,0
John Doe,357,74798,1536619,9,918,1557,0,0,0
John Doe,841,158600,1997295,15,12,5689,0,0,0
John Doe,556,215099,333308,2,101,6629,0,0.055,200210.5053
John Doe,387,217595,158772,1,866,4854,0,0.055,195362.196
John Doe,602,89554,1363467,17,687,8834,0,0,0
John Doe,370,68533,822487,6,186,4308,0,0.059,185073.2258
John Doe,681,82606,370293,11,105,7001,0,0.063,48027.67612
John Doe,611,230884,731332,29,456,5071,1,0.085,68130.48734
John Doe,363,48734,1622377,3,715,7392,0,0,0
John Doe,374,277623,1019784,29,780,7036,0,0,0
John Doe,754,258760,1690075,14,376,3154,0,0,0
John Doe,753,73072,839533,12,171,4855,0,0.063,103828.5559
John Doe,408,84173,916811,8,205,5179,0,0.059,147683.6767
John Doe,640,115875,53799,3,926,3791,1,0.055,26395.94954
John Doe,395,114299,1478571,11,898,8355,0,0,0
John Doe,839,4442,1404599,9,953,2059,0,0,0
John Doe,670,126667,1960694,3,515,5319,0,0,0
John Doe,659,107953,710893,10,85,8699,0,0.063,99001.76988
John Doe,473,157555,377761,8,825,6797,0,0.059,63011.30741
John Doe,666,142226,1825802,2,995,6094,0,0,0
John Doe,609,110656,1748368,2,609,3280,0,0,0
John Doe,478,17922,1293119,7,321,3810,0,0,0
John Doe,378,280492,159216,21,724,4499,1,0.08,15699.17016
John Doe,605,107908,391437,1,492,6242,0,0.055,533949.4983
John Doe,666,32516,878148,3,48,559,0,0.055,335418.9037
John Doe,433,263285,1001218,21,56,7144,0,0,0
John Doe,721,22888,888351,11,925,9366,0,0.063,113350.2492
John Doe,436,293445,1407621,9,884,3371,0,0,0
John Doe,786,252032,1319474,20,592,5179,0,0,0
John Doe,764,197334,1660409,15,268,4472,0,0,0
John Doe,806,142206,1968022,27,225,7510,0,0,0
John Doe,845,231306,820746,14,676,3352,0,0.067,92893.06792
John Doe,427,220265,470244,10,27,5788,0,0.063,63501.56787
John Doe,775,197014,671241,1,378,9893,0,0.055,1171891.471
John Doe,396,53196,1975473,1,359,6028,0,0,0
John Doe,606,211723,56653,7,500,975,1,0.059,10195.28486
John Doe,628,151308,345128,20,812,2848,1,0.08,35258.3402
John Doe,747,247296,733791,21,682,9560,1,0.08,72242.71813
